frame,leye_openness,reye_openness,confidence,face_yaw,face_pitch,nose_length,normal_vector,distance_x,distance_y,triangle_area,eye_distance,sunglasses_detected,eye_roi_width,eye_roi_height,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,nose_tip_x,nose_tip_y,nose_tip_z,nose_bridge_x,nose_bridge_y,nose_bridge_z,triangle_center_x,triangle_center_y
1,0.22631179331317539,0.20331059852904534,0.7,-1.0,-17.5,55.16871315259484,0.6880805856302287,-2,-35,2840.0,110.11357772772621,True,82,48,0.42571312189102173,0.4888457953929901,0.019067449495196342,0.5969581604003906,0.499824583530426,0.013109146617352962,0.507606029510498,0.6009902358055115,-0.0572446808218956,0.5094354152679443,0.4860813021659851,-0.023215575143694878,326,253
2,0.2397418921376018,0.22094599280855665,0.7,-0.5,-17.5,53.88596854541777,0.6875663918122551,-1,-35,2835.5,110.04090148667449,True,82,48,0.42855390906333923,0.4886963963508606,0.020275188609957695,0.6011347770690918,0.49449095129966736,0.016791382804512978,0.512233316898346,0.5982768535614014,-0.057829778641462326,0.5134342908859253,0.4860258400440216,-0.020081255584955215,328,252
3,0.2349051499764612,0.22187231221766443,0.7,-0.5,-17.0,53.79897426975978,0.6940155268692114,-1,-34,2782.0,109.01834707974616,True,80,48,0.42994725704193115,0.4876723885536194,0.02012118138372898,0.6006951332092285,0.49218955636024475,0.015921026468276978,0.512278139591217,0.5975946187973022,-0.057435981929302216,0.5140279531478882,0.48553770780563354,-0.020299088209867477,328,252
4,0.23298931159766323,0.214090360017397,0.7,-0.5,-17.5,53.869360678498296,0.6875663918122551,-1,-35,2835.5,110.04090148667449,True,82,48,0.42873817682266235,0.4890124797821045,0.02106461301445961,0.600103497505188,0.4953051805496216,0.016059933230280876,0.5110136866569519,0.5983590483665466,-0.05757714435458183,0.5126598477363586,0.48615267872810364,-0.019924676045775414,328,252
5,0.2350026537948882,0.22110835674693274,0.7,-0.5,-17.5,54.24225394149639,0.694135570584232,-1,-35,2862.0,110.01818031580054,True,82,48,0.4288339912891388,0.48796334862709045,0.020327961072325706,0.6004863381385803,0.49330374598503113,0.015455007553100586,0.5109972357749939,0.5983567833900452,-0.05807968229055405,0.5126697421073914,0.4853740930557251,-0.02105243131518364,328,252
6,0.23210087581682357,0.21990119464829044,0.7,-0.5,-17.5,54.41112625336937,0.6875663918122551,-1,-35,2835.5,110.04090148667449,True,80,48,0.4295284152030945,0.48772212862968445,0.020300857722759247,0.6000899076461792,0.494035005569458,0.016292251646518707,0.5116427540779114,0.5985883474349976,-0.05772605538368225,0.5132400989532471,0.48525184392929077,-0.020114855840802193,328,252
7,0.22696260725375214,0.21426048895411196,0.7,-0.5,-17.5,53.84007713754785,0.6942704193452699,-1,-35,2810.5,109.04127658827184,True,82,48,0.4281567931175232,0.4885624945163727,0.020797891542315483,0.5997236371040344,0.49543291330337524,0.01599631831049919,0.510826826095581,0.5984740853309631,-0.057896193116903305,0.5123600959777832,0.4863258898258209,-0.02025420032441616,327,252
8,0.2279226595890729,0.20412689258118238,0.7,-0.5,-17.0,53.70036111336777,0.6804368867057626,-1,-34,2754.5,109.04127658827184,True,80,48,0.42930659651756287,0.48810523748397827,0.019642159342765808,0.5990404486656189,0.4953871965408325,0.016118323430418968,0.5114839673042297,0.5975026488304138,-0.05796755105257034,0.5127734541893005,0.48564010858535767,-0.02105078287422657,328,252
9,0.23577209334411292,0.21035381015624607,0.7,-0.5,-17.0,53.866752434036854,0.68738482481996,-1,-34,2756.0,109.04127658827184,True,80,48,0.42906734347343445,0.48757630586624146,0.02014968730509281,0.5992600917816162,0.49543890357017517,0.015477376990020275,0.5106384754180908,0.5978583097457886,-0.057482875883579254,0.5124129056930542,0.4856608510017395,-0.02074693888425827,327,252
10,0.23259713162828868,0.21598095973179726,0.7,-0.5,-17.0,53.85353139468068,0.6806200823731288,-1,-34,2780.5,110.04090148667449,True,82,48,0.428059458732605,0.48836255073547363,0.020767344161868095,0.5993248224258423,0.49481678009033203,0.015471124090254307,0.5104137659072876,0.5978582501411438,-0.057512737810611725,0.511972188949585,0.4856826364994049,-0.020427750423550606,327,252
